2025-03-14 01:20:52.923995,www.phasebook.com,Low
2025-03-14 01:25:21.178952,www.fasebook.com,Low
2025-03-14 01:26:01.331724,http://allegro.pll-oferta-firmowa103748.icu/,Medium
2025-03-14 01:26:39.500509,www.inistagram.com,Low
2025-03-14 01:27:14.135537,www.phasebook.com,Low
2025-03-14 01:27:40.539478,https://gssuplemento.site/password,Low
2025-03-14 01:28:37.806621,https://gssuplemento.site/password,Low
2025-03-14 01:29:06.358441,www.google.com,Low
2025-03-14 01:29:16.159034,https://gssuplemento.site/password,Low
2025-03-14 01:29:35.091957,https://pagseguro.trocadeplano.com/,Low
2025-03-14 01:29:44.059072,https://pagseguro.trocadeplano.com/,Low
2025-03-14 01:30:04.682479,https://trocadeplano.com/,Low
2025-03-14 01:37:24.703074,www.fasebook.com,Low
2025-03-14 01:37:56.730800,www.phasebook.com,No Risk
2025-03-14 01:38:20.702654,www.fasebook.com,Low
2025-03-14 01:38:33.716072,www.google.com,Low
2025-03-14 01:38:55.420197,www.google.com,Low
2025-03-14 01:39:10.780933,www.instagram.com,No Risk
2025-03-14 01:49:38.544891,www.google.com,Low
2025-03-14 01:49:53.979825,www.phasebook.com,No Risk
2025-03-14 01:52:34.938492,wwww.google.com,No Risk
2025-03-14 01:52:52.072309,www.fasebook.com,Low
2025-03-14 01:53:07.273598,www.phasebook.com,No Risk
2025-03-14 01:55:14.804254,www.phasebook.com,No Risk
2025-03-14 01:55:28.408897,www.fasebook.com,Low
2025-03-14 01:57:15.370702,www.fasebook.com,Low
2025-03-14 01:57:48.539939,www.phasebook.com,No Risk
2025-03-14 01:58:00.224015,www.google.com,No Risk
2025-03-14 01:58:27.961010,http://store.taylorswifteu.com,No Risk
2025-03-14 01:58:56.109962,https://store.taylorswifteu.com/,No Risk
2025-03-14 01:59:19.191094,https://gssuplementossoficial.site/,No Risk
2025-03-14 01:59:46.773315,https://renw-accuenta.com/,Low
2025-03-14 02:00:28.710288,https://qgbet-com.com,Low
2025-03-14 02:07:38.979613,www.fasebook.com,Low
2025-03-14 02:08:12.886092,www.fasebook.com,Low
2025-03-14 02:11:32.296513,www.fasebook.com,Low
2025-03-14 02:17:41.062555,www.fasebook.com,Low
2025-03-14 02:19:31.245216,www.fasebook.com,Low
2025-03-14 02:24:44.897031,www.fasebook.com,Low
2025-03-14 02:25:06.442413,www.google.com,Low
2025-03-14 02:25:23.945495,www.instagram.com,No Risk
2025-03-14 02:30:30.705657,www.phasebook.com,Low
2025-03-14 02:30:50.669184,www.linkedin.com,No Risk
